ID_Pagamento,ID_Cliente,ID_Plano,Data_Pagamento,Status_Pagamento,ID_Unidade
1593,1852,3,2025-02-23,Pago,5
1594,1089,1,2024-12-25,Pago,5
1595,1980,4,2024-11-30,Pago,1
1596,82,2,2025-03-31,Atrasado,3
1597,684,4,2025-05-06,Pago,2
1598,38,3,2025-07-10,Pago,3
1599,1281,3,2025-05-21,Pago,5
1600,565,1,2025-02-05,Pago,4
1601,1824,1,2025-07-04,Atrasado,3
1602,462,2,2025-02-26,Pago,4
1603,1346,2,2024-08-13,Pago,4
1604,1067,6,2025-03-27,Pago,2
1605,855,2,2024-08-26,Pago,4
1606,1988,3,2024-10-30,Atrasado,3
1607,920,5,2025-04-02,Pago,2
1608,1190,5,2025-04-22,Pago,2
1609,1767,2,2025-07-23,Pago,5
1610,1863,2,2024-11-19,Pago,2
1611,1344,5,2024-10-27,Atrasado,3
1612,139,5,2025-05-17,Pago,1
1613,378,3,2024-09-04,Pago,2
1614,1490,1,2025-01-15,Pago,4
1615,1969,4,2024-09-07,Pago,3
1616,312,2,2025-05-22,Pago,2
1617,54,5,2025-04-03,Pago,5
1618,1162,5,2025-04-30,Pago,2
1619,473,6,2025-07-04,Pago,1
1620,1410,4,2024-09-08,Pago,5
1621,961,6,2025-01-19,Pago,2
1622,1746,4,2024-10-03,Pago,2
1623,336,2,2025-04-26,Pago,4
1624,1566,1,2024-11-24,Atrasado,4
1625,456,6,2025-07-16,Pago,2
1626,1552,2,2024-08-11,Pago,4
1627,1776,5,2024-08-17,Pago,3
1628,1776,4,2024-12-03,Atrasado,4
1629,830,1,2025-06-05,Pago,4
1630,1475,3,2024-08-21,Pago,5
1631,1217,5,2024-11-21,Pago,1
1632,1067,1,2024-12-17,Pago,1
1633,1798,2,2024-12-23,Pago,4
1634,1506,1,2025-01-14,Pago,5
1635,1568,6,2024-09-25,Estornado,2
1636,597,4,2024-11-02,Pago,3
1637,1585,3,2025-02-22,Pago,4
1638,603,5,2025-01-07,Atrasado,5
1639,1851,2,2025-03-07,Pago,4
1640,186,6,2025-04-21,Pago,2
1641,1595,5,2025-06-03,Atrasado,5
1642,278,4,2024-10-08,Pago,4
1643,52,2,2024-10-05,Pago,2
1644,1808,4,2024-10-06,Pago,3
1645,1417,6,2024-08-30,Atrasado,2
1646,1472,6,2025-03-24,Pago,1
1647,1447,4,2025-07-04,Pago,1
1648,1073,6,2024-12-26,Pago,5
1649,1254,2,2025-03-28,Pago,4
1650,90,2,2025-04-22,Atrasado,5
1651,1785,6,2024-11-01,Atrasado,2
1652,1780,2,2025-02-09,Pago,1
1653,860,3,2025-07-20,Pago,4
1654,592,6,2025-03-14,Pago,2
1655,1967,2,2024-09-24,Pago,3
1656,26,4,2024-10-29,Pago,4
1657,1114,1,2025-01-26,Pago,4
1658,488,2,2025-04-04,Pago,4
1659,930,4,2024-11-06,Pago,5
1660,1230,1,2025-01-25,Pago,5
1661,570,5,2024-11-07,Pago,2
1662,101,2,2025-04-15,Pago,3
1663,76,2,2024-08-03,Atrasado,5
1664,1717,5,2025-07-15,Pago,1
1665,101,1,2025-06-08,Pago,2
1666,331,6,2025-01-27,Pago,5
1667,1173,5,2025-07-15,Pago,4
1668,1535,5,2024-11-19,Pago,1
1669,191,3,2025-04-20,Pago,4
1670,1680,1,2025-02-28,Pago,5
1671,133,3,2024-09-30,Pago,1
1672,1423,3,2024-08-28,Pago,4
1673,1075,2,2025-01-18,Pago,5
1674,120,1,2024-12-12,Pago,5
1675,180,4,2025-03-16,Pago,5
1676,1913,6,2024-11-24,Pago,5
1677,1737,3,2025-04-05,Pago,5
1678,1277,3,2025-01-11,Atrasado,5
1679,1153,4,2025-04-25,Pago,4
1680,1009,2,2024-11-05,Atrasado,2
1681,1452,3,2025-01-24,Estornado,1
1682,243,1,2025-06-24,Pago,1
1683,1511,2,2024-11-25,Pago,4
1684,848,1,2024-10-16,Pago,5
1685,1651,6,2024-12-27,Pago,2
1686,1414,3,2025-06-27,Pago,1
1687,631,3,2025-02-03,Pago,3
1688,1571,1,2024-09-10,Pago,3
1689,700,4,2024-10-31,Pago,5
1690,1967,1,2024-12-26,Pago,2
1691,677,3,2025-03-10,Atrasado,4
1692,1877,4,2024-12-17,Pago,2
1693,987,2,2025-03-11,Pago,5
1694,1835,3,2024-11-22,Pago,4
1695,1901,6,2025-04-28,Pago,5
1696,614,5,2024-11-22,Pago,3
1697,1138,5,2024-08-08,Pago,5
1698,1404,3,2025-06-18,Pago,3
1699,136,2,2025-04-12,Pago,1
1700,695,4,2024-12-31,Pago,2
1701,1170,5,2024-11-14,Pago,5
1702,240,3,2024-08-03,Pago,3
1703,1454,1,2025-03-07,Pago,1
1704,1018,2,2025-07-01,Pago,3
1705,443,5,2025-04-23,Pago,1
1706,767,1,2025-05-29,Pago,1
1707,909,5,2025-05-16,Pago,4
1708,1854,5,2024-08-19,Pago,3
1709,1892,4,2025-07-19,Pago,5
1710,636,3,2025-03-23,Pago,1
1711,1684,5,2025-05-16,Pago,2
1712,421,6,2025-02-08,Pago,4
1713,1462,5,2025-06-19,Pago,3
1714,1910,1,2025-07-17,Pago,5
1715,1786,1,2025-07-16,Pago,1
1716,212,5,2024-11-19,Pago,3
1717,47,5,2025-05-28,Pago,2
1718,658,2,2025-06-06,Pago,3
1719,1091,3,2024-10-28,Pago,1
1720,559,2,2025-03-23,Pago,1
1721,32,5,2025-06-07,Pago,1
1722,424,5,2024-12-14,Pago,3
1723,556,2,2024-10-24,Atrasado,3
1724,1176,2,2025-04-04,Pago,3
1725,1256,3,2024-10-12,Pago,1
1726,267,1,2025-03-29,Pago,1
1727,217,4,2024-11-05,Pago,4
1728,803,2,2025-04-20,Pago,5
1729,1290,6,2025-05-20,Pago,5
1730,729,3,2025-05-06,Pago,2
1731,1461,6,2025-05-25,Pago,1
1732,1995,4,2025-04-13,Pago,1
1733,1665,6,2025-04-21,Pago,4
1734,636,6,2025-06-21,Pago,4
1735,964,2,2024-09-22,Atrasado,2
1736,1764,5,2025-03-31,Pago,3
1737,803,2,2024-09-06,Pago,3
1738,1616,3,2025-07-16,Pago,1
1739,134,4,2025-03-31,Pago,4
1740,945,2,2025-04-08,Pago,3
1741,1238,5,2024-08-15,Pago,1
1742,831,6,2024-11-27,Pago,3
1743,1139,6,2025-06-02,Pago,3
1744,1092,4,2025-01-18,Pago,4
1745,489,5,2024-08-12,Pago,2
1746,1995,4,2025-03-13,Pago,3
1747,427,6,2024-12-19,Pago,4
1748,1162,3,2025-05-11,Pago,2
1749,355,6,2024-09-20,Pago,5
1750,1714,4,2024-09-04,Pago,5
1751,949,3,2025-07-19,Pago,4
1752,361,3,2024-11-22,Estornado,1
1753,1226,1,2024-12-04,Pago,5
1754,1580,4,2025-05-17,Pago,1
1755,186,2,2025-01-08,Pago,5
1756,1850,6,2024-10-07,Pago,2
1757,1354,2,2024-10-16,Pago,3
1758,799,5,2024-09-20,Pago,2
1759,422,6,2025-06-01,Atrasado,3
1760,1168,6,2025-02-25,Pago,4
1761,1471,3,2025-07-06,Estornado,5
1762,17,5,2024-12-20,Estornado,4
1763,1736,2,2025-02-22,Atrasado,1
1764,757,5,2025-02-10,Estornado,1
1765,1441,5,2025-07-20,Pago,3
1766,225,3,2024-11-13,Atrasado,2
1767,885,6,2025-06-18,Pago,3
1768,1458,4,2024-10-02,Pago,4
1769,1117,2,2024-11-07,Pago,4
1770,285,2,2025-07-20,Pago,3
1771,1721,4,2025-06-16,Pago,2
1772,276,1,2025-02-03,Pago,1
1773,295,6,2025-06-09,Atrasado,4
1774,1997,2,2024-11-22,Pago,4
1775,1762,4,2025-05-16,Atrasado,5
1776,1906,4,2025-07-04,Pago,4
1777,1044,4,2024-12-09,Pago,4
1778,788,3,2025-06-08,Pago,4
1779,1239,1,2024-09-13,Pago,2
1780,1459,5,2025-01-28,Pago,5
1781,1181,3,2024-08-29,Pago,1
1782,1164,4,2024-09-23,Pago,1
1783,1189,4,2025-05-19,Estornado,1
1784,291,6,2024-10-26,Pago,3
1785,953,5,2025-06-30,Pago,5
1786,182,2,2025-04-19,Pago,1
1787,1401,6,2025-05-08,Pago,5
1788,640,5,2025-04-18,Pago,3
1789,1096,1,2025-01-01,Pago,5
1790,1856,4,2025-06-24,Pago,3
1791,863,3,2025-06-08,Estornado,3
1792,593,2,2025-03-04,Pago,5
1793,1535,3,2024-12-20,Pago,5
1794,534,1,2024-09-04,Pago,5
1795,347,5,2025-06-03,Pago,3
1796,1657,6,2024-12-31,Pago,3
1797,993,1,2024-08-05,Pago,1
1798,1744,3,2024-11-10,Pago,5
1799,576,3,2025-02-24,Atrasado,1
1800,1519,1,2024-09-16,Pago,5
1801,1514,2,2025-01-23,Pago,3
1802,1655,2,2024-12-21,Pago,2
1803,994,2,2025-04-18,Pago,1
1804,703,1,2025-05-17,Estornado,5
1805,1913,2,2025-04-18,Pago,4
1806,1578,4,2024-11-09,Pago,4
1807,1487,6,2025-03-15,Pago,5
1808,1504,3,2024-12-25,Pago,3
1809,1548,1,2025-06-15,Pago,4
1810,817,4,2025-04-04,Pago,5
1811,479,4,2025-07-31,Pago,4
1812,972,3,2024-12-22,Pago,4
1813,25,3,2024-09-11,Atrasado,4
1814,783,6,2025-04-19,Pago,5
1815,1399,1,2024-10-29,Pago,5
1816,1306,3,2025-01-30,Estornado,4
1817,1251,6,2024-08-09,Atrasado,3
1818,554,3,2025-03-28,Pago,3
1819,1341,5,2025-07-09,Pago,2
1820,1504,6,2025-03-06,Pago,2
1821,1065,3,2024-12-05,Pago,2
1822,642,5,2025-07-21,Pago,1
1823,1704,1,2025-03-24,Pago,1
1824,1076,1,2024-10-24,Pago,3
1825,450,6,2025-04-08,Pago,2
1826,70,1,2024-08-24,Pago,1
1827,1923,5,2025-04-03,Pago,2
1828,1947,5,2025-06-15,Pago,1
1829,177,5,2025-01-27,Pago,5
1830,1645,2,2025-07-19,Atrasado,2
1831,519,3,2025-04-29,Pago,1
1832,1309,4,2024-11-25,Atrasado,3
1833,1576,4,2025-04-09,Pago,3
1834,528,2,2025-01-05,Pago,3
1835,1592,1,2024-09-14,Pago,3
1836,124,3,2024-09-23,Estornado,3
1837,365,4,2024-08-17,Pago,2
1838,1250,4,2024-08-14,Pago,4
1839,223,2,2024-11-26,Pago,4
1840,448,5,2025-02-07,Pago,4
1841,1466,3,2024-09-14,Pago,1
1842,145,5,2024-09-06,Pago,4
1843,39,4,2024-10-30,Pago,1
1844,1911,1,2025-07-10,Pago,3
1845,311,6,2025-02-24,Pago,4
1846,1177,1,2024-09-21,Pago,4
1847,980,4,2024-12-28,Pago,1
1848,1107,2,2025-01-23,Pago,4
1849,249,5,2024-12-22,Pago,3
1850,683,6,2025-04-17,Pago,1
1851,1295,6,2025-05-15,Pago,5
1852,1748,3,2025-04-27,Pago,4
1853,1558,3,2025-02-25,Pago,2
1854,1136,1,2025-01-09,Estornado,2
1855,613,6,2025-03-16,Pago,1
1856,1292,6,2025-05-15,Pago,1
1857,1813,6,2025-05-09,Pago,2
1858,287,1,2024-09-29,Pago,5
1859,489,4,2025-07-09,Pago,5
1860,1318,3,2025-01-08,Pago,4
1861,1980,1,2025-04-11,Pago,1
1862,692,6,2024-09-07,Pago,1
1863,434,6,2025-06-19,Pago,4
1864,1926,6,2025-02-06,Atrasado,5
1865,306,6,2025-03-27,Pago,1
1866,76,6,2025-01-05,Pago,1
1867,966,5,2025-07-30,Pago,2
1868,30,2,2024-11-16,Pago,3
1869,1681,1,2024-08-12,Pago,2
1870,1711,5,2025-04-25,Pago,1
1871,234,4,2024-12-21,Pago,5
1872,452,1,2024-10-23,Pago,4
1873,691,6,2025-01-19,Pago,3
1874,248,6,2025-01-19,Pago,2
1875,659,2,2024-10-30,Pago,5
1876,356,3,2025-06-28,Pago,3
1877,290,4,2024-12-18,Pago,3
1878,1134,2,2024-09-07,Pago,5
1879,84,2,2025-04-23,Pago,5
1880,771,2,2024-12-20,Pago,4
1881,166,1,2025-02-27,Pago,1
1882,1448,6,2025-07-16,Pago,3
1883,853,6,2025-04-07,Pago,4
1884,1418,2,2024-12-17,Pago,3
1885,1072,4,2024-08-23,Pago,2
1886,1251,6,2025-01-01,Pago,2
1887,1469,4,2024-11-15,Pago,1
1888,1285,3,2024-10-12,Pago,1
1889,1143,2,2024-09-16,Pago,5
1890,196,5,2025-06-25,Pago,5
1891,1040,2,2025-06-16,Pago,2
1892,567,1,2025-01-23,Pago,2
1893,1404,4,2024-09-04,Pago,2
1894,1373,1,2025-04-14,Pago,3
1895,584,2,2024-10-21,Pago,3
1896,1264,4,2025-04-06,Pago,1
1897,1895,5,2025-04-05,Pago,1
1898,994,5,2025-03-19,Pago,2
1899,1478,4,2024-08-08,Pago,3
1900,859,2,2024-08-19,Pago,3
1901,472,1,2025-06-01,Pago,1
1902,486,6,2024-12-07,Pago,2
1903,770,2,2024-11-02,Pago,5
1904,993,1,2024-09-17,Atrasado,2
1905,443,5,2025-06-01,Pago,4
1906,765,2,2025-03-07,Pago,2
1907,1295,3,2024-10-18,Estornado,2
1908,688,2,2024-08-26,Pago,5
1909,123,3,2025-06-18,Pago,4
1910,940,4,2025-05-24,Pago,3
1911,451,3,2025-03-03,Pago,5
1912,1855,2,2024-10-19,Pago,5
1913,1752,2,2025-03-15,Pago,5
1914,1002,2,2024-10-22,Pago,4
1915,572,1,2025-06-11,Pago,2
1916,508,3,2025-07-03,Pago,2
1917,1827,5,2024-10-29,Atrasado,5
1918,1840,1,2024-12-05,Pago,1
1919,83,4,2025-05-27,Pago,5
1920,69,4,2024-09-26,Pago,4
1921,1659,6,2025-06-02,Pago,4
1922,1015,2,2025-07-15,Pago,1
1923,1420,6,2025-03-19,Pago,2
1924,272,3,2024-08-01,Pago,1
1925,33,4,2024-11-15,Pago,2
1926,1441,4,2025-06-29,Atrasado,5
1927,50,4,2024-09-25,Pago,2
1928,1791,6,2024-09-19,Pago,3
1929,1284,4,2025-02-25,Pago,1
1930,1763,6,2024-11-05,Pago,3
1931,1088,1,2025-06-06,Pago,3
1932,1430,5,2024-10-06,Pago,2
1933,1614,6,2024-09-11,Pago,3
1934,1507,1,2025-04-13,Pago,3
1935,1819,1,2025-07-02,Pago,3
1936,954,5,2024-08-10,Pago,3
1937,359,6,2024-09-20,Pago,1
1938,1149,6,2024-08-05,Pago,2
1939,686,2,2024-12-17,Pago,4
1940,1511,5,2025-06-02,Atrasado,2
1941,1543,6,2025-06-02,Pago,3
1942,723,3,2024-10-31,Pago,4
1943,568,1,2025-03-16,Pago,3
1944,927,4,2024-12-03,Pago,1
1945,963,6,2024-08-06,Pago,5
1946,1843,3,2024-10-06,Pago,3
1947,1639,6,2024-11-11,Atrasado,1
1948,386,4,2024-08-20,Pago,4
1949,1839,2,2024-09-18,Pago,1
1950,224,2,2025-05-15,Pago,2
1951,1017,2,2025-01-10,Atrasado,5
1952,1950,6,2025-02-20,Pago,4
1953,1986,6,2024-09-13,Pago,2
1954,971,3,2025-05-16,Pago,1
1955,598,2,2024-08-24,Pago,2
1956,1710,5,2025-01-31,Pago,4
1957,1186,3,2025-01-21,Pago,3
1958,996,5,2025-05-29,Pago,5
1959,1725,5,2024-12-18,Pago,3
1960,1162,2,2025-02-15,Atrasado,3
1961,352,3,2025-03-18,Pago,3
1962,1989,3,2024-09-11,Pago,1
1963,304,3,2025-01-22,Pago,2
1964,1267,2,2025-02-11,Pago,3
1965,374,2,2024-10-25,Pago,2
1966,331,2,2025-03-26,Pago,3
1967,1177,2,2024-08-16,Pago,3
1968,378,2,2025-05-09,Pago,1
1969,1364,3,2025-05-31,Estornado,2
1970,764,4,2025-07-18,Pago,2
1971,1093,3,2025-07-02,Pago,1
1972,829,4,2025-04-12,Pago,4
1973,1901,3,2025-02-18,Pago,5
1974,1999,5,2024-11-25,Pago,3
1975,971,3,2025-01-24,Estornado,5
1976,1366,2,2025-04-06,Pago,4
1977,694,6,2024-08-12,Pago,4
1978,1844,1,2024-08-23,Pago,5
1979,240,3,2025-02-02,Pago,5
1980,1723,2,2025-06-25,Pago,1
1981,669,1,2025-01-02,Pago,2
1982,1195,5,2025-01-12,Pago,3
1983,401,1,2025-04-23,Pago,4
1984,1387,6,2024-09-10,Estornado,5
1985,808,2,2025-02-06,Pago,5
1986,1240,5,2025-05-03,Atrasado,3
1987,815,2,2025-07-19,Pago,4
1988,758,4,2025-01-19,Pago,3
1989,707,3,2024-08-28,Pago,4
1990,1791,5,2025-07-15,Pago,4
1991,1519,4,2024-08-31,Pago,3
1992,336,6,2024-12-03,Estornado,4
1993,1493,4,2025-03-24,Pago,5
1994,1225,1,2024-09-26,Pago,3
1995,973,5,2024-08-25,Estornado,1
1996,1912,5,2024-09-18,Pago,1
1997,14,4,2024-11-14,Pago,3
1998,849,2,2025-03-30,Pago,5
1999,1547,2,2025-04-02,Pago,4
2000,593,5,2025-03-15,Pago,3
2001,1710,5,2025-02-28,Pago,5
2002,1516,4,2025-05-03,Pago,1
2003,316,3,2024-12-04,Pago,4
2004,255,6,2024-12-25,Pago,3
2005,855,2,2025-03-20,Pago,2
2006,59,1,2025-02-22,Pago,4
2007,1988,1,2024-11-22,Pago,3
2008,1191,4,2025-01-23,Pago,3
2009,1287,6,2025-02-12,Pago,1
2010,765,5,2025-03-23,Pago,1
2011,1732,3,2025-01-14,Pago,1
2012,300,3,2024-09-07,Pago,2
2013,732,2,2025-06-04,Pago,3
2014,860,6,2025-04-29,Atrasado,3
2015,100,3,2024-09-13,Pago,1
2016,1053,2,2025-06-27,Pago,2
2017,1567,1,2025-04-11,Pago,2
2018,1114,3,2025-04-09,Atrasado,3
2019,556,6,2025-07-06,Pago,3
2020,197,5,2025-05-25,Pago,2
2021,27,2,2025-03-02,Pago,3
2022,1595,4,2025-05-06,Pago,2
2023,210,2,2025-07-02,Pago,2
2024,1704,2,2024-10-22,Pago,5
2025,1257,6,2025-01-14,Pago,5
2026,1733,5,2025-01-22,Pago,1
2027,855,4,2025-07-10,Atrasado,1
2028,1677,2,2024-10-27,Atrasado,4
2029,714,3,2025-01-07,Pago,2
2030,1674,4,2024-12-09,Atrasado,5
2031,1072,3,2025-06-17,Pago,3
2032,59,6,2025-01-23,Pago,2
2033,264,6,2025-01-01,Pago,2
2034,630,2,2025-01-08,Pago,1
2035,871,6,2025-05-10,Pago,1
2036,160,1,2024-09-05,Pago,4
2037,88,2,2024-11-29,Pago,5
2038,1215,1,2025-01-12,Pago,3
2039,89,1,2024-11-29,Pago,1
2040,1546,1,2025-04-15,Pago,5
2041,421,5,2024-11-06,Atrasado,2
2042,1374,3,2024-12-23,Pago,2
2043,1733,6,2024-09-28,Atrasado,5
2044,713,3,2025-04-23,Pago,5
2045,1600,6,2025-07-24,Pago,5
2046,1168,1,2025-01-31,Pago,5
2047,1564,1,2024-08-26,Pago,2
2048,1975,3,2024-09-04,Pago,5
2049,9,6,2025-06-19,Pago,2
2050,1886,5,2024-09-02,Atrasado,4
2051,751,6,2024-09-05,Pago,4
2052,1380,1,2025-01-14,Pago,3
2053,778,4,2024-09-06,Pago,2
2054,835,1,2025-05-16,Pago,3
2055,254,4,2025-05-13,Pago,2
2056,1016,3,2024-12-22,Pago,5
2057,1479,1,2025-06-11,Pago,4
2058,237,4,2024-09-19,Pago,5
2059,1508,3,2025-03-04,Pago,4
2060,463,5,2024-08-23,Pago,4
2061,387,1,2025-03-15,Atrasado,4
2062,1924,6,2025-03-06,Pago,1
2063,1381,4,2025-03-06,Pago,4
2064,898,5,2024-12-06,Pago,1
2065,245,2,2025-04-17,Pago,5
2066,209,6,2024-09-16,Atrasado,2
2067,133,3,2025-01-06,Estornado,3
2068,411,5,2024-12-15,Pago,4
2069,252,2,2025-07-05,Pago,4
2070,571,6,2025-04-15,Pago,5
2071,560,6,2025-07-31,Atrasado,3
2072,975,6,2025-05-18,Pago,4
2073,993,5,2025-01-11,Pago,4
2074,222,1,2025-07-03,Pago,4
2075,473,6,2025-07-21,Atrasado,1
2076,204,6,2025-05-07,Pago,1
2077,1021,6,2024-08-19,Pago,2
2078,784,5,2024-11-19,Pago,2
2079,621,5,2025-03-21,Pago,1
2080,1354,5,2024-11-29,Pago,4
2081,414,3,2024-12-14,Pago,4
2082,1034,3,2024-09-09,Pago,5
2083,1120,1,2025-03-12,Estornado,1
2084,882,1,2025-02-13,Pago,3
2085,1747,4,2024-10-21,Pago,1
2086,68,2,2024-09-29,Pago,3
2087,1812,6,2025-04-12,Pago,4
2088,276,3,2025-02-03,Pago,4
2089,1565,1,2024-10-26,Pago,4
2090,1352,5,2025-06-25,Pago,5
2091,963,4,2024-09-11,Pago,2
2092,1038,1,2024-12-13,Pago,4
2093,1211,4,2025-06-24,Pago,3
2094,1570,3,2025-03-04,Pago,1
2095,1210,1,2024-12-20,Pago,3
2096,715,6,2024-09-13,Pago,3
2097,780,1,2025-05-23,Pago,3
2098,844,3,2024-11-16,Pago,2
2099,508,2,2025-03-10,Pago,5
2100,174,6,2024-10-26,Pago,3
2101,235,3,2025-06-09,Pago,5
2102,668,1,2025-01-13,Pago,4
2103,1164,5,2025-06-24,Atrasado,3
2104,42,6,2025-03-05,Pago,1
2105,649,4,2025-05-25,Pago,3
2106,1173,1,2025-06-13,Pago,1
2107,1415,6,2025-03-29,Pago,4
2108,1030,6,2025-03-26,Pago,5
2109,614,3,2025-04-19,Estornado,2
2110,1018,6,2025-04-06,Pago,1
2111,1722,5,2025-03-04,Pago,3
2112,98,3,2024-08-10,Estornado,4
2113,1648,2,2025-03-24,Pago,1
2114,1470,5,2025-07-26,Pago,3
2115,560,1,2025-04-12,Pago,5
2116,974,4,2025-06-18,Pago,1
2117,1335,3,2025-04-26,Pago,3
2118,887,6,2024-11-11,Pago,2
2119,849,4,2024-08-11,Pago,5
2120,929,6,2024-10-09,Pago,2
2121,1805,1,2024-11-14,Pago,5
2122,1767,2,2025-04-29,Pago,2
2123,1354,6,2025-05-23,Atrasado,3
2124,1920,6,2024-11-27,Pago,5
2125,1747,4,2025-07-23,Atrasado,1
2126,1070,2,2024-12-09,Pago,2
2127,493,2,2024-12-14,Pago,3
2128,1729,4,2024-08-02,Pago,1
2129,1299,2,2024-10-09,Pago,3
2130,1687,3,2025-07-03,Pago,3
2131,1407,5,2024-09-24,Pago,2
2132,233,2,2025-03-07,Pago,2
2133,1633,3,2025-04-12,Pago,5
2134,894,4,2025-01-02,Pago,1
2135,414,2,2024-08-27,Pago,1
2136,530,3,2024-09-24,Pago,2
2137,1320,1,2025-05-14,Estornado,4
2138,1603,1,2025-04-02,Pago,1
2139,643,5,2024-08-11,Pago,1
2140,1845,4,2024-09-04,Atrasado,1
2141,813,6,2025-05-16,Pago,2
2142,230,5,2025-02-22,Pago,1
2143,1069,6,2024-10-22,Pago,5
2144,516,4,2024-12-24,Atrasado,2
2145,1229,1,2025-01-10,Pago,3
2146,675,5,2025-01-23,Pago,2
2147,1916,4,2024-12-10,Pago,1
2148,359,2,2024-09-30,Estornado,4
2149,837,3,2024-12-21,Atrasado,1
2150,1005,5,2024-11-29,Pago,1
2151,649,5,2025-05-07,Pago,2
2152,1973,3,2024-12-03,Atrasado,2
2153,744,4,2025-05-28,Pago,3
2154,44,6,2025-07-31,Estornado,5
2155,72,6,2025-03-08,Pago,1
2156,1415,6,2025-03-19,Pago,5
2157,788,3,2024-09-01,Pago,3
2158,1850,6,2025-07-09,Pago,2
2159,1757,4,2024-08-20,Pago,4
2160,1900,3,2024-09-29,Pago,2
2161,610,2,2024-09-30,Atrasado,2
2162,1876,4,2025-05-19,Pago,4
2163,1617,1,2025-03-27,Pago,1
2164,1686,4,2024-08-19,Pago,4
2165,1898,3,2025-04-18,Pago,1
2166,1689,2,2024-08-31,Pago,5
2167,136,3,2024-11-13,Pago,5
2168,1511,3,2025-01-19,Pago,1
2169,1561,1,2025-04-14,Pago,2
2170,1291,4,2025-01-11,Pago,2
2171,7,4,2025-02-04,Pago,3
2172,643,5,2025-03-23,Pago,2
2173,512,5,2025-01-18,Pago,2
2174,1735,5,2025-01-07,Pago,3
2175,925,4,2024-11-14,Atrasado,2
2176,534,2,2024-10-22,Pago,3
2177,1638,3,2025-05-20,Pago,4
2178,753,2,2025-02-14,Pago,4
2179,1935,5,2024-09-13,Pago,1
2180,1891,5,2024-12-12,Pago,2
2181,1858,1,2025-01-13,Estornado,2
2182,537,6,2024-09-12,Atrasado,1
2183,822,5,2024-11-18,Pago,3
2184,306,1,2025-04-20,Estornado,2
2185,1940,5,2025-04-20,Pago,5
2186,892,4,2025-03-18,Pago,4
2187,243,2,2025-02-04,Pago,2
2188,1938,3,2025-02-20,Pago,4
2189,783,2,2025-04-16,Pago,2
2190,1229,2,2024-11-27,Estornado,3
2191,1489,6,2024-08-17,Pago,2
2192,837,2,2024-10-24,Pago,3
2193,483,5,2024-12-31,Pago,2
2194,758,5,2025-03-20,Pago,4
2195,176,1,2024-08-21,Pago,3
2196,1996,6,2024-08-02,Pago,2
2197,1461,4,2024-10-18,Pago,5
2198,525,1,2024-11-25,Pago,1
2199,107,3,2024-10-21,Atrasado,4
2200,1861,3,2025-05-25,Estornado,5
2201,1454,6,2024-09-22,Pago,1
2202,520,5,2025-05-23,Pago,3
2203,809,6,2024-11-07,Pago,5
2204,85,5,2024-11-20,Pago,2
2205,1032,4,2024-12-05,Atrasado,4
2206,271,1,2024-09-15,Pago,5
2207,887,2,2024-08-03,Pago,3
2208,91,2,2025-02-09,Pago,3
2209,1532,3,2025-05-17,Atrasado,3
2210,1849,3,2025-01-14,Pago,3
2211,1059,3,2024-10-07,Pago,2
2212,647,6,2024-09-19,Estornado,2
2213,1139,6,2024-12-25,Pago,4
2214,109,2,2025-02-22,Pago,2
2215,376,1,2025-04-30,Pago,2
2216,1446,4,2024-10-28,Pago,4
2217,84,4,2025-02-10,Pago,5
2218,994,4,2025-03-04,Pago,2
2219,254,3,2025-06-19,Pago,3
2220,370,2,2025-04-16,Pago,3
2221,1154,6,2025-06-09,Pago,5
2222,1990,1,2024-12-15,Pago,5
2223,370,4,2024-08-27,Atrasado,2
2224,1574,4,2025-01-01,Pago,3
2225,54,3,2025-06-30,Pago,1
2226,808,3,2025-05-15,Pago,1
2227,1715,3,2024-08-16,Pago,1
2228,943,6,2025-01-16,Pago,4
2229,1287,3,2024-08-07,Pago,1
2230,675,1,2025-01-25,Pago,4
2231,666,6,2025-07-23,Estornado,5
2232,265,2,2024-08-30,Atrasado,3
2233,662,1,2025-06-30,Pago,5
2234,1950,5,2024-11-29,Pago,4
2235,523,2,2025-03-11,Pago,4
2236,183,1,2025-01-13,Atrasado,2
2237,796,4,2025-03-10,Pago,2
2238,247,3,2025-01-04,Pago,4
2239,1508,3,2025-05-02,Atrasado,5
2240,269,3,2025-04-05,Pago,3
2241,1050,2,2025-01-09,Pago,4
2242,976,3,2024-11-20,Pago,4
2243,185,4,2024-09-13,Pago,5
2244,382,4,2025-01-04,Pago,1
2245,83,5,2024-08-08,Pago,4
2246,1386,2,2024-12-04,Pago,2
2247,1907,4,2024-10-05,Pago,5
2248,172,3,2025-06-07,Pago,1
2249,1858,4,2025-03-28,Pago,2
2250,1402,3,2025-01-25,Pago,5
2251,876,3,2025-06-19,Pago,5
2252,157,1,2025-04-24,Pago,5
2253,871,4,2025-07-23,Pago,5
2254,1665,3,2024-12-18,Pago,5
2255,168,5,2024-09-03,Pago,4
2256,368,2,2025-01-16,Pago,1
2257,171,4,2025-06-23,Atrasado,3
2258,643,5,2024-09-10,Pago,4
2259,1278,3,2024-11-02,Pago,2
2260,433,2,2025-01-16,Pago,5
2261,532,6,2025-03-16,Pago,5
2262,37,1,2025-01-02,Pago,1
2263,352,6,2025-02-19,Pago,4
2264,1780,6,2024-08-30,Estornado,5
